1,3.18,4.199274981,4.198960932,4.199543906,4.198699836,4.181282694,4.199402584,4.199678704,4.193896894,4.198344343,4.188941655,4.19605377,4.199657113,4.199318841,4.197625841,4.198213092,4.15384145,4.069424974,4.03620908,4.064557562,4.096471035,3.935961156,4.13083142,3.947754245,4.062233659,4.104890914,3.988484159,4.164960237,4.06149464,4.067379859,3.925,4.184332894,3.932846589,3.912599792,3.967,4.002960755,4.049546086,3.986874794,4.097492256,3.939,3.905483398,4.181028532,4.010401182,3.926290743,3.934201518,4.169754903,3.930297983,4.020078958,4.056271345,3.978667056,4.032457449,4.162365397,3.922227681,4.03506828,3.911,4.101204148,3.982041836,4.168428373,4.104806285,4.047220834,4.016244577,4.139687631,3.94,4.190976267,3.9138487,4.123906738,4.041823315,3.951782411,4.017355605,4.129968164,4.161267344,3.9,3.988013438,3.958,4.128060045,4.072932825,3.956,3.956714439,4.183786612,4.173114701,4.053240207,4.038858375,3.9391,4.060468049,4.089475684,4.04034183,4.029886959,3.987888291,3.922,3.985035554,3.966401542,3.997,4.018349828,4.066440698,3.96,4.110428838,3.969
2,47.91,4.197011919,4.1957476,4.193571553,4.198493209,4.180891074,4.197804213,4.194298617,4.192959101,4.19640428,4.173171621,4.191286226,4.198064345,4.195566335,4.195664899,4.195786225,4.197842974,4.198446826,4.197619394,4.199404902,4.192789503,4.198105277,4.199261039,4.193507255,4.187512528,4.195383457,4.19532207,4.199548404,4.199543923,4.199376819,4.197824365,4.18977491,4.194458504,4.181131957,4.197687115,4.197355519,4.197836103,4.197807816,4.199933865,4.19860742,4.199613797,4.197917881,4.199056799,4.198450074,4.196753924,4.199806375,4.196305692,4.199941703,4.18940712,4.199573561,4.198943253,4.199907542,4.196009786,4.199464715,4.198764458,4.194409112,4.194732208,4.190341993,4.195236449,4.19889691,4.197469556,4.195350601,4.198167789,4.195912413,4.191476979,4.199837573,4.196932994,4.198826767,4.198682733,4.199325425,4.196193275,4.193840412,4.197656943,4.199288933,4.197284443,4.198757203,4.196441015,4.197901661,4.199710707,4.197983242,4.197180751,4.194070142,4.192574849,4.198061191,4.189419193,4.19976502,4.199540081,4.19583014,4.197927356,4.193556974,4.199879085,4.198785923,4.197085281,4.198144144,4.196897329,4.19895096,4.198075095
3,-36.46,4.195656209,4.194365474,4.193284356,4.197062095,4.179125878,4.196856644,4.187675931,4.187304625,4.195936845,4.170013559,4.190791819,4.197459886,4.185727773,4.192385046,4.189445148,4.197222212,4.197614973,4.19729839,4.196280962,4.192085846,4.192598335,4.194246688,4.192239645,4.187461594,4.195044503,4.194301066,4.198955434,4.197945764,4.198178839,4.195556139,4.188384789,4.188045419,4.177612315,4.196471489,4.191671724,4.189482574,4.194099152,4.196042729,4.19840564,4.195929536,4.18883072,4.199011319,4.190890759,4.190728463,4.199400789,4.191360264,4.195933614,4.188869853,4.190087154,4.194653552,4.194612505,4.1936305,4.191732801,4.194581618,4.192892441,4.189243254,4.186060186,4.193238197,4.196789397,4.196761381,4.195105144,4.198101361,4.1957734,4.187145897,4.192963959,4.196892874,4.197927278,4.198406086,4.193180257,4.195182373,4.190952469,4.194073421,4.199146428,4.19347946,4.183391206,4.19317294,4.193505316,4.194589011,4.194988615,4.191657561,4.192983148,4.190529741,4.197599012,4.164974471,4.198187297,4.197948856,4.191742299,4.195082634,4.189551155,4.195357451,4.191182149,4.193539452,4.193468304,4.1967389,4.197097047,4.193948163
4,29.39,4.194585676,4.185671791,4.192577776,4.195885009,4.172637174,4.196205849,4.184767727,4.183501841,4.185160153,4.168558678,4.186889496,4.185267655,4.185191941,4.192194316,4.182546018,4.195023396,4.197383528,4.193790471,4.193341219,4.190011394,4.191750472,4.193879732,4.188862507,4.18407135,4.193088394,4.19274775,4.198763736,4.193408133,4.197735471,4.191820104,4.184841888,4.187977858,4.177014291,4.193084135,4.184999669,4.188569543,4.186275588,4.193537285,4.194949941,4.184459617,4.184116794,4.198412965,4.185421258,4.181136631,4.186546282,4.188489766,4.190140242,4.186596388,4.188553596,4.182353713,4.19342926,4.188433748,4.187897309,4.189089285,4.192411849,4.182475783,4.184782456,4.181987003,4.195711106,4.196475728,4.188100831,4.195379186,4.191609014,4.183335488,4.190415582,4.192611373,4.197567545,4.194742241,4.192543932,4.187890882,4.185343437,4.192979283,4.186034041,4.187138363,4.177604227,4.193056004,4.185396296,4.192103006,4.187578109,4.188099597,4.183424071,4.188098052,4.196248357,4.164724886,4.196997272,4.197118886,4.188290305,4.191334667,4.186090538,4.194189664,4.18932612,4.193440969,4.188303471,4.188694694,4.196719874,4.192477591
5,-48.74,4.19395954,4.181504885,4.187500836,4.190819281,4.168651932,4.190107274,4.181665159,4.183319771,4.184978594,4.165481276,4.185068325,4.182489659,4.183533191,4.190138185,4.179703222,4.19396245,4.194016896,4.191045234,4.193158383,4.186272824,4.189164086,4.193671216,4.18815611,4.181006608,4.189637677,4.181477324,4.197676516,4.19333079,4.194746878,4.186359232,4.179885917,4.187586192,4.173907271,4.188660357,4.182326075,4.187505859,4.182380513,4.191808212,4.194550908,4.181074001,4.183084546,4.196322579,4.182681606,4.176781813,4.185237073,4.179913627,4.178812254,4.185082267,4.181941885,4.181418676,4.193297419,4.186182449,4.185367402,4.18352886,4.184975092,4.182229101,4.184255897,4.179416622,4.194828298,4.192651389,4.180273149,4.186945815,4.190821167,4.183244154,4.190284729,4.183789014,4.194905688,4.192357669,4.190299632,4.186007811,4.184989234,4.191777165,4.180361876,4.180890715,4.176606585,4.192980002,4.183360299,4.187160467,4.184436428,4.185649434,4.182423022,4.185784652,4.190379588,4.160813129,4.191433606,4.195585793,4.183509492,4.190377788,4.185882315,4.189364246,4.184131272,4.192086016,4.182772934,4.184323202,4.196398918,4.190316326
6,-25.54,4.190329189,4.17766735,4.185906042,4.183423614,4.167374707,4.185484751,4.179208416,4.182118071,4.181801101,4.164691892,4.18366071,4.176526039,4.181999619,4.186081899,4.178968734,4.19332822,4.187027681,4.190622134,4.192622485,4.180155026,4.189129769,4.17870982,4.187203215,4.179019831,4.188955522,4.180807797,4.197112279,4.191274659,4.185573023,4.184571466,4.177608136,4.182792066,4.171766912,4.188623635,4.181030225,4.186027593,4.178607476,4.190121745,4.18754347,4.164091001,4.17943469,4.193253436,4.180656735,4.17290852,4.184878013,4.165150507,4.16604383,4.183923199,4.180979669,4.181033659,4.189901563,4.183425138,4.173622672,4.180386539,4.184660169,4.181132684,4.183263016,4.179206447,4.1873548,4.185405845,4.175835453,4.180740757,4.189358869,4.17433051,4.184471184,4.179634271,4.189435796,4.187949335,4.188518482,4.184978974,4.173770128,4.189747232,4.173980039,4.180069954,4.175340038,4.191630107,4.181298388,4.185026419,4.177639614,4.178173662,4.182383161,4.185470194,4.188812755,4.158969041,4.190663712,4.195249158,4.181272782,4.187425737,4.179009691,4.186663716,4.180892843,4.188767211,4.180370051,4.170271018,4.192269842,4.188458299
7,-26.74,4.186726732,4.177515999,4.185733638,4.174065273,4.164048728,4.184916771,4.177036136,4.181450287,4.181045538,4.163179699,4.169671718,4.172699662,4.180405985,4.182342005,4.175663195,4.188237539,4.185420956,4.189200154,4.187442611,4.175282692,4.185954662,4.174427875,4.182642003,4.176311773,4.187564435,4.165596361,4.196464244,4.188566908,4.177832668,4.181800992,4.17331819,4.179183007,4.169942336,4.186629112,4.178598652,4.185933434,4.169063199,4.187690609,4.18258036,4.163937292,4.173551116,4.190065398,4.180165376,4.172385649,4.184507558,4.161222044,4.150700525,4.182819036,4.167924929,4.180976246,4.183175939,4.182285604,4.168776571,4.179659269,4.176695871,4.181106317,4.183034932,4.176983595,4.185785633,4.183307618,4.172214712,4.179633365,4.181282807,4.173005301,4.183562778,4.178634915,4.185740954,4.182960304,4.188369403,4.183276885,4.172001646,4.189714305,4.170959017,4.1744105,4.166698009,4.17823871,4.168008809,4.181977416,4.167360795,4.178132693,4.179068868,4.184685787,4.188665114,4.158739547,4.18745171,4.191986168,4.180460082,4.186113582,4.177955503,4.186612333,4.180608036,4.186654444,4.172418731,4.166766701,4.184008994,4.181312548
8,-43.71,4.185016181,4.175966043,4.185502123,4.168471768,4.163836288,4.180877047,4.175415161,4.176491654,4.17878123,4.162126649,4.16715654,4.168520174,4.17682163,4.17319834,4.170890801,4.187670559,4.184650897,4.18712932,4.185068971,4.172963693,4.178167785,4.172452173,4.181672998,4.172750526,4.186348531,4.165070001,4.191467697,4.187956081,4.177381528,4.181488735,4.172705837,4.17721395,4.166332385,4.18603401,4.17710319,4.185790653,4.168521636,4.186198522,4.17862445,4.149985538,4.173036202,4.185230726,4.17594254,4.172130872,4.179137707,4.160747334,4.149257353,4.182434529,4.167173618,4.178216937,4.182375593,4.17913467,4.152799994,4.178339923,4.168525798,4.180696342,4.182865857,4.171330411,4.184442132,4.180124803,4.170543983,4.177916578,4.17639488,4.170670874,4.176642233,4.176834462,4.18280143,4.179520502,4.182940622,4.178799144,4.171493054,4.184864351,4.164821947,4.173108114,4.162767232,4.174354286,4.160550922,4.179164338,4.166260485,4.170168504,4.176716921,4.182239577,4.188629597,4.148784604,4.183464496,4.185511852,4.17366962,4.1780525,4.175680222,4.185840378,4.180076589,4.178395557,4.157118645,4.162387009,4.176162395,4.175836982
9,4.77,4.18131609,4.166701357,4.183474058,4.167634614,4.16227763,4.175198225,4.172223636,4.174683874,4.174225013,4.154927358,4.16314459,4.168196823,4.169839484,4.159789528,4.170696055,4.186495323,4.184517006,4.185907151,4.184387277,4.172188197,4.177342514,4.16892561,4.176275644,4.171766261,4.181649714,4.163565944,4.190676524,4.168502504,4.177066929,4.178854051,4.172198939,4.175862305,4.163131029,4.185893184,4.176946465,4.185142228,4.156829173,4.181473682,4.178086477,4.149968166,4.167519805,4.184227336,4.174559061,4.1713856,4.178349703,4.15561822,4.143020208,4.181620307,4.165596819,4.178081406,4.17880871,4.175379896,4.149981182,4.177460567,4.165026027,4.18031877,4.180584075,4.165550654,4.178020507,4.176954398,4.164811464,4.176850622,4.166808814,4.168313566,4.16552418,4.174849362,4.173639514,4.177509428,4.178998455,4.170645342,4.168703048,4.179681692,4.161007031,4.170347629,4.161971139,4.171622951,4.160421596,4.176191593,4.166165944,4.158895728,4.166162336,4.176051121,4.179878097,4.144916461,4.180126956,4.182189184,4.173399034,4.177998929,4.174022255,4.178700063,4.173173194,4.174599857,4.156108857,4.160100681,4.171187497,4.16633862
10,-30.39,4.181225424,4.162471592,4.179328522,4.165581269,4.151963722,4.173527985,4.170557453,4.174134089,4.167874074,4.148167997,4.160551403,4.167523059,4.169426143,4.147971615,4.169132596,4.180652376,4.183947136,4.185038527,4.183584122,4.171860746,4.17726159,4.166444935,4.175438923,4.168191236,4.174719233,4.15843026,4.190189646,4.16722803,4.176224573,4.178329657,4.169487862,4.173431936,4.161849892,4.178940613,4.167119139,4.17843592,4.152183131,4.176064891,4.177603216,4.146720027,4.167104586,4.18262578,4.173697589,4.170380689,4.173845141,4.152333924,4.142689883,4.171911294,4.164745685,4.171548979,4.17252181,4.173247826,4.147373017,4.176877496,4.16383778,4.17769388,4.178857655,4.16546995,4.177670836,4.167028441,4.162157759,4.173441032,4.166023349,4.167873778,4.165164867,4.174228299,4.171210237,4.176202678,4.173678377,4.167532805,4.165762408,4.178328027,4.1512458,4.166634631,4.16184324,4.168425034,4.157467473,4.172254335,4.165698007,4.158458407,4.16461083,4.172368119,4.178292118,4.140380451,4.174725922,4.175748773,4.172721269,4.171797794,4.17387882,4.164508899,4.170719269,4.171764274,4.154854155,4.158803256,4.169416279,4.1619722
